ScientificName1974,CommonName1974,Alternate name,Family1974,ScientificName2023,CommonName2023,Alternate name,Family2023
,,,,Heliangelus exortis,Tourmaline Sunangel,Héliange tourmaline,Trochilidae
,,,,Heliangelus micraster,Little Sunangel,Héliange menu,Trochilidae
,,,,Heliangelus regalis,Royal Sunangel,Héliange royal,Trochilidae
Eriocnemis soderstromi,Soderstrom's Puffleg,,Trochilidae,,,,
Eriocnemis vestitus,Glowing Puffleg,,Trochilidae,Eriocnemis vestita,Glowing Puffleg,Érione pattue,Trochilidae
,,,,Eriocnemis mirabilis,Colorful Puffleg,Érione multicolore,Trochilidae
Eriocnemis alinae,Emerald-bellied Puffleg,,Trochilidae,Eriocnemis aline,Emerald-bellied Puffleg,Érione d'Aline,Trochilidae
,,,,Eriocnemis isabellae,Gorgeted Puffleg,Érione d'Isabella,Trochilidae
Haplophaedia aureliae,Greenish Puffleg,,Trochilidae,,,,
,,,,Haplophaedia aureliae,Greenish Puffleg,Érione d'Aurélie,Trochilidae
,,,,Haplophaedia assimilis,Buff-thighed Puffleg,Érione à pattes rousses,Trochilidae
Urosticte benjamini,Whitetip,,Trochilidae,,,,
,,,,Urosticte benjamini,Purple-bibbed Whitetip,Colibri de Benjamin,Trochilidae
,,,,Urosticte ruficrissa,Rufous-vented Whitetip,Colibri à sous-caudales rousses,Trochilidae
Ocreatus underwoodii,Booted Racket-tail,,Trochilidae,,,,
,,,,Ocreatus underwoodii,White-booted Racket-tail,Haut-de-chausses à palettes,Trochilidae
,,,,Ocreatus addae,Rufous-booted Racket-tail,Haut-de-chausses de Bolivie,Trochilidae
,,,,Ocreatus peruanus,Peruvian Racket-tail,Haut-de-chausses du Pérou,Trochilidae
Sappho sparganura,Red-tailed Comet,,Trochilidae,Sappho sparganurus,Red-tailed Comet,Colibri sapho,Trochilidae
,,,,Metallura odomae,Neblina Metaltail,Métallure du Chinguela,Trochilidae
Metallura purpureicauda,Purple-tailed Metaltail,,Trochilidae,,,,
Oxypogon guerinii,Bearded Helmetcrest,,Trochilidae,,,,
,,,,Oxypogon guerinii,Green-bearded Helmetcrest,Colibri casqué,Trochilidae
,,,,Oxypogon cyanolaemus,Blue-bearded Helmetcrest,Colibri à barbe bleue,Trochilidae
,,,,Oxypogon lindenii,White-bearded Helmetcrest,Colibri de Linden,Trochilidae
,,,,Oxypogon stuebelii,Buffy Helmetcrest,Colibri de Stübel,Trochilidae
,,,,Aglaiocercus kingii,Long-tailed Sylph,Sylphe à queue d'azur,Trochilidae
Aglaiocercus emmae,Green-throated Sylph,,Trochilidae,,,,
,,,,Aglaiocercus berlepschi,Venezuelan Sylph,Sylphe du Venezuela,Trochilidae
Aglaiocercus kingi,Long-tailed Sylph,,Trochilidae,,,,
Augastes lumachellus,Hooded Visorbearer,,Trochilidae,Augastes lumachella,Hooded Visorbearer,Colibri lumachelle,Trochilidae
Augastes scutatris,Hyacinth Visorbearer,,Trochilidae,Augastes scutatus,Hyacinth Visorbearer,Colibri superbe,Trochilidae
Schistes geoffroyi,Wedge-billed Hummingbird,,Trochilidae,,,,
,,,,Schistes geoffroyi,Geoffroy's Daggerbill,Colibri de Geoffroy,Trochilidae
,,,,Schistes albogularis,White-throated Daggerbill,Colibri à collier blanc,Trochilidae
Heliothryx aurita,Black-eared Fairy,,Trochilidae,Heliothryx auritus,Black-eared Fairy,Colibri oreillard,Trochilidae
Heliactin cornuta,Horned Sungem,,Trochilidae,Heliactin bilophus,Horned Sungem,Colibri aux huppes d'or,Trochilidae
Philodice bryantae,Costa Rican Woodstar,,Trochilidae,Philodice bryantae,Magenta-throated Woodstar,Colibri magenta,Trochilidae
Philodice evelynae,Bahama Woodstar,,Trochilidae,,,,
,,,,Nesophlox evelynae,Bahama Woodstar,Colibri des Bahamas,Trochilidae
,,,,Nesophlox lyrura,Inagua Woodstar,Colibri d'Inagua,Trochilidae
Calypte helenae,Bee Hummingbird,,Trochilidae,Mellisuga helenae,Bee Hummingbird,Colibri d'Elena,Trochilidae
Stellula calliope,Calliope Hummingbird,,Trochilidae,Selasphorus calliope,Calliope Hummingbird,Colibri calliope,Trochilidae
Atthis heloisa,Bumblebee Hummingbird,,Trochilidae,Selasphorus heloisa,Bumblebee Hummingbird,Colibri héloïse,Trochilidae
Atthis ellioti,Wine-throated Hummingbird,,Trochilidae,Selasphorus ellioti,Wine-throated Hummingbird,Colibri d'Elliot,Trochilidae
Acestrura mulsant,White-bellied Woodstar,,Trochilidae,Chaetocercus mulsant,White-bellied Woodstar,Colibri de Mulsant,Trochilidae
Acestrura bombus,Little Woodstar,,Trochilidae,Chaetocercus bombus,Little Woodstar,Colibri bourdon,Trochilidae
Acestrura heliodor,Gorgeted Woodstar,,Trochilidae,,,,
,,,,Chaetocercus heliodor,Gorgeted Woodstar,Colibri d'Héliodore,Trochilidae
,,,,Chaetocercus astreans,Santa Marta Woodstar,Colibri de Santa Marta,Trochilidae
Acestrura berlepschi,Esmeraldas Woodstar,,Trochilidae,Chaetocercus berlepschi,Esmeraldas Woodstar,Colibri de Berlepsch,Trochilidae
Chaetocercus jordanii,Rufous-shafted Woodstar,,Trochilidae,Chaetocercus jourdanii,Rufous-shafted Woodstar,Colibri de Jourdan,Trochilidae
,,,,Selasphorus flammula,Volcano Hummingbird,Colibri flammule,Trochilidae
Selasphorus flammula,Volcano Hummingbird,,Trochilidae,,,,
Selasphorus torridus,Heliotrope-throated Hummingbird,,Trochilidae,,,,
Selasphorus simoni,Cerise-throated Hummingbird,,Trochilidae,,,,
Heterotrogon vittatus,Bar-tailed Trogon,,Trogonidae,Apaloderma vittatum,Bar-tailed Trogon,Trogon à queue barrée,Trogonidae
Euptilotis neoxenus,Eared Trogon,,Trogonidae,Euptilotis neoxenus,Eared Quetzal,Quetzal oreillard,Trogonidae
Temnotrogon roseigaster,Hispaniolan Trogon,,Trogonidae,Priotelus roseigaster,Hispaniolan Trogon,Trogon damoiseau,Trogonidae
Trogon melanurus,Black-tailed Trogon,,Trogonidae,,,,
,,,,Trogon melanurus,Black-tailed Trogon,Trogon à queue noire,Trogonidae
,,,,Trogon mesurus,Ecuadorian Trogon,Trogon d'Équateur,Trogonidae
Trogon viridis,White-tailed Trogon,,Trogonidae,,,,
,,,,Trogon viridis,Green-backed Trogon,Trogon à queue blanche,Trogonidae
,,,,Trogon chionurus,White-tailed Trogon,Trogon de Sclater,Trogonidae
,,,,Trogon bairdii,Baird's Trogon,Trogon de Baird,Trogonidae
Trogon citreolus,Citreoline Trogon,,Trogonidae,,,,
,,,,Trogon citreolus,Citreoline Trogon,Trogon citrin,Trogonidae
,,,,Trogon melanocephalus,Black-headed Trogon,Trogon à tête noire,Trogonidae
Trogon mexicanus,Mexican Trogon,,Trogonidae,Trogon mexicanus,Mountain Trogon,Trogon montagnard,Trogonidae
Trogon rufus,Black-throated Trogon,,Trogonidae,,,,
,,,,Trogon rufus,Amazonian Black-throated Trogon,Trogon aurore,Trogonidae
,,,,Trogon tenellus,Northern Black-throated Trogon,Trogon de Cabanis,Trogonidae
,,,,Trogon cupreicauda,Choco Black-throated Trogon,Trogon de Kerr,Trogonidae
,,,,Trogon chrysochloros,Atlantic Black-throated Trogon,Trogon de Pelzeln,Trogonidae
Trogon violaceus,Violaceous Trogon,,Trogonidae,,,,
,,,,Trogon violaceus,Guianan Trogon,Trogon violacé,Trogonidae
,,,,Trogon ramonianus,Amazonian Trogon,Trogon d'Amazonie,Trogonidae
,,,,Trogon caligatus,Gartered Trogon,Trogon pattu,Trogonidae
Harpactes reinwardtii,Blue-billed Trogon,,Trogonidae,,,,
,,,,Apalharpactes reinwardtii,Javan Trogon,Trogon de Reinwardt,Trogonidae
,,,,Apalharpactes mackloti,Sumatran Trogon,Trogon de Sumatra,Trogonidae
Harpactes fasciatus,Indian Trogon,,Trogonidae,Harpactes fasciatus,Malabar Trogon,Trogon de Malabar,Trogonidae
Alcedo quadribrachys,Shining Blue Kingfisher,,Alcedinidae,Alcedo quadribrachys,Shining-blue Kingfisher,Martin-pêcheur azuré,Alcedinidae
Alcedo euryzona,Blue-banded Kingfisher,,Alcedinidae,,,,
,,,,Alcedo euryzona,Javan Blue-banded Kingfisher,Martin-pêcheur à large bande,Alcedinidae
,,,,Alcedo peninsulae,Malaysian Blue-banded Kingfisher,Martin-pêcheur péninsulaire,Alcedinidae
Ceyx cyanopectus,Dwarf River Kingfisher,,Alcedinidae,Ceyx cyanopectus,Indigo-banded Kingfisher,Martin-pêcheur à poitrine bleue,Alcedinidae
Ceyx argentatus,Silvery Kingfisher,,Alcedinidae,,,,
,,,,Ceyx argentatus,Southern Silvery-Kingfisher,Martin-pêcheur argenté,Alcedinidae
,,,,Ceyx flumenicola,Northern Silvery-Kingfisher,Martin-pêcheur de Steere,Alcedinidae
Alcedo cristata,Malachite Kingfisher,,Alcedinidae,,,,
,,,,Corythornis cristatus,Malachite Kingfisher,Martin-pêcheur huppé,Alcedinidae
,,,,Corythornis vintsioides,Malagasy Kingfisher,Martin-pêcheur vintsi,Alcedinidae
Alcedo leucogaster,White-bellied Kingfisher,,Alcedinidae,Corythornis leucogaster,White-bellied Kingfisher,Martin-pêcheur à ventre blanc,Alcedinidae
Ceyx lepidus,Dwarf Forest Kingfisher,,Alcedinidae,,,,
,,,,Ceyx lepidus,Moluccan Dwarf-Kingfisher,Martin-pêcheur gracieux,Alcedinidae
,,,,Ceyx margarethae,Dimorphic Dwarf-Kingfisher,Martin-pêcheur de Margarete,Alcedinidae
,,,,Ceyx wallacii,Sula Dwarf-Kingfisher,Martin-pêcheur des Sula,Alcedinidae
,,,,Ceyx cajeli,Buru Dwarf-Kingfisher,Martin-pêcheur de Buru,Alcedinidae
,,,,Ceyx solitarius,Papuan Dwarf-Kingfisher,Martin-pêcheur de Nouvelle-Guinée,Alcedinidae
,,,,Ceyx dispar,Manus Dwarf-Kingfisher,Martin-pêcheur de Manus,Alcedinidae
,,,,Ceyx mulcatus,New Ireland Dwarf-Kingfisher,Martin-pêcheur de Nouvelle-Irlande,Alcedinidae
,,,,Ceyx sacerdotis,New Britain Dwarf-Kingfisher,Martin-pêcheur de Nouvelle-Bretagne,Alcedinidae
,,,,Ceyx collectoris,New Georgia Dwarf-Kingfisher,Martin-pêcheur de Nouvelle-Géorgie,Alcedinidae
,,,,Ceyx meeki,North Solomons Dwarf-Kingfisher,Martin-pêcheur d'Isabel,Alcedinidae
,,,,Ceyx nigromaxilla,Guadalcanal Dwarf-Kingfisher,Martin-pêcheur de Guadalcanal,Alcedinidae
,,,,Ceyx gentianus,Makira Dwarf-Kingfisher,Martin-pêcheur de San Cristobal,Alcedinidae
Ceyx erithacus,Black-backed Kingfisher,,Alcedinidae,,,,
,,,,Ceyx erithaca,Black-backed Dwarf-Kingfisher,Martin-pêcheur pourpré,Alcedinidae
,,,,Ceyx rufidorsa,Rufous-backed Dwarf-Kingfisher,Martin-pêcheur à dos roux,Alcedinidae
Ceyx rufidorsum,Rufous-backed Kingfisher,,Alcedinidae,,,,
Ceyx melanurus,Philippine Forest Kingfisher,,Alcedinidae,Ceyx melanurus,Philippine Dwarf-Kingfisher,Martin-pêcheur flamboyant,Alcedinidae
Ceyx fallax,Celebes Forest Kingfisher,,Alcedinidae,,,,
,,,,Ceyx fallax,Sulawesi Dwarf-Kingfisher,Martin-pêcheur multicolore,Alcedinidae
,,,,Ceyx sangirensis,Sangihe Dwarf-Kingfisher,Martin-pêcheur des Sangihe,Alcedinidae
Ispidina madagascariensis,Madagascar Pygmy Kingfisher,,Alcedinidae,Corythornis madagascariensis,Madagascar Pygmy Kingfisher,Martin-pêcheur malgache,Alcedinidae
Myioceyx lecontei,African Dwarf Kingfisher,,Alcedinidae,Ispidina lecontei,African Dwarf Kingfisher,Martin-pêcheur à tête rousse,Alcedinidae
Dacelo novaeguineae,Kookaburra,,Alcedinidae,Dacelo novaeguineae,Laughing Kookaburra,Martin-chasseur géant,Alcedinidae
Dacelo tyro,Aru Giant Kingfisher,,Alcedinidae,Dacelo tyro,Spangled Kookaburra,Martin-chasseur pailleté,Alcedinidae
Dacelo gaudichaud,Rufous-bellied Giant Kingfisher,,Alcedinidae,Dacelo gaudichaud,Rufous-bellied Kookaburra,Martin-chasseur de Gaudichaud,Alcedinidae
Clytoceyx rex,Shovel-billed Kookaburra,,Alcedinidae,Dacelo rex,Shovel-billed Kookaburra,Martin-chasseur bec-en-cuillère,Alcedinidae
Cittura cyanotis,Blue-eared Kingfisher,,Alcedinidae,,,,
,,,,Cittura cyanotis,Sulawesi Lilac Kingfisher,Martin-chasseur oreillard,Alcedinidae
,,,,Cittura sanghirensis,Sangihe Lilac Kingfisher,Martin-chasseur des Sangihe,Alcedinidae
Pelargopsis melanorhyncha,Black-billed Kingfisher,,Alcedinidae,Pelargopsis melanorhyncha,Great-billed Kingfisher,Martin-chasseur à bec noir,Alcedinidae
Halcyon smyrnensis,White-breasted Kingfisher,,Alcedinidae,,,,
,,,,Halcyon smyrnensis,White-throated Kingfisher,Martin-chasseur de Smyrne,Alcedinidae
,,,,Halcyon gularis,Brown-breasted Kingfisher,Martin-chasseur à poitrine brune,Alcedinidae
Halcyon cyanoventris,Java Kingfisher,,Alcedinidae,Halcyon cyanoventris,Javan Kingfisher,Martin-chasseur de Java,Alcedinidae
Halcyon nigrocyanea,Blue-black Kingfisher,,Alcedinidae,Todiramphus nigrocyaneus,Blue-black Kingfisher,Martin-chasseur bleu-noir,Alcedinidae
Halcyon winchelli,Winchell's Kingfisher,,Alcedinidae,Todiramphus winchelli,Rufous-lored Kingfisher,Martin-chasseur de Winchell,Alcedinidae
Halcyon diops,Moluccan Kingfisher,,Alcedinidae,Todiramphus diops,Blue-and-white Kingfisher,Martin-chasseur des Moluques,Alcedinidae
Halcyon lazuli,Lazuli Kingfisher,,Alcedinidae,Todiramphus lazuli,Lazuli Kingfisher,Martin-chasseur lazuli,Alcedinidae
Halcyon macleayii,Australian Forest Kingfisher,,Alcedinidae,Todiramphus macleayii,Forest Kingfisher,Martin-chasseur forestier,Alcedinidae
Halcyon albonotata,New Britain Kingfisher,,Alcedinidae,Todiramphus albonotatus,New Britain Kingfisher,Martin-chasseur à dos blanc,Alcedinidae
Halcyon leucopygia,Ultramarine Kingfisher,,Alcedinidae,Todiramphus leucopygius,Ultramarine Kingfisher,Martin-chasseur outremer,Alcedinidae
Halcyon farquhari,Chestnut-bellied Kingfisher,,Alcedinidae,Todiramphus farquhari,Vanuatu Kingfisher,Martin-chasseur à ventre roux,Alcedinidae
Halcyon pyrrhopygia,Red-backed Kingfisher,,Alcedinidae,Todiramphus pyrrhopygius,Red-backed Kingfisher,Martin-chasseur à dos de feu,Alcedinidae
Halcyon recurvirostris,Flat-billed Kingfisher,,Alcedinidae,Todiramphus recurvirostris,Flat-billed Kingfisher,Martin-chasseur des Samoa,Alcedinidae
Halcyon cinnamomina,Micronesian Kingfisher,,Alcedinidae,,,,
,,,,Todiramphus cinnamominus,Guam Kingfisher,Martin-chasseur cannelle,Alcedinidae
,,,,Todiramphus pelewensis,Palau Kingfisher,Martin-chasseur des Palau,Alcedinidae
,,,,Todiramphus reichenbachii,Pohnpei Kingfisher,Martin-chasseur de Ponapé,Alcedinidae
Halcyon miyakoensis,Miyako Kingfisher,,Alcedinidae,,,,
Halcyon funebris,Halmahera Kingfisher,,Alcedinidae,Todiramphus funebris,Sombre Kingfisher,Martin-chasseur funèbre,Alcedinidae
Halcyon chloris,White-collared Kingfisher,,Alcedinidae,,,,
,,,,Todiramphus chloris,Collared Kingfisher,Martin-chasseur à collier blanc,Alcedinidae
,,,,Todiramphus sordidus,Torresian Kingfisher,Martin-chasseur de Torrès,Alcedinidae
,,,,Todiramphus colonus,Colonist Kingfisher,Martin-chasseur de Louisiade,Alcedinidae
,,,,Todiramphus albicilla,Mariana Kingfisher,Martin-chasseur des Mariannes,Alcedinidae
,,,,Todiramphus tristrami,Melanesian Kingfisher,Martin-chasseur de Tristram,Alcedinidae
,,,,Todiramphus sacer,Pacific Kingfisher,Martin-chasseur du Pacifique,Alcedinidae
,,,,Todiramphus enigma,Talaud Kingfisher,Martin-chasseur des Talaud,Alcedinidae
Halcyon saurophaga,White-headed Kingfisher,,Alcedinidae,Todiramphus saurophagus,Beach Kingfisher,Martin-chasseur à tête blanche,Alcedinidae
Halcyon australasia,Lesser Sunda Kingfisher,,Alcedinidae,Todiramphus australasia,Cinnamon-banded Kingfisher,Martin-chasseur couronné,Alcedinidae
Halcyon sancta,Sacred Kingfisher,,Alcedinidae,Todiramphus sanctus,Sacred Kingfisher,Martin-chasseur sacré,Alcedinidae
Halcyon venerata,Venerated Kingfisher,,Alcedinidae,Todiramphus veneratus,Society Kingfisher,Martin-chasseur vénéré,Alcedinidae
,,,,Todiramphus ruficollaris,Mewing Kingfisher,Martin-chasseur de Mangaia,Alcedinidae
Halcyon tuta,Borabora Kingfisher,,Alcedinidae,,,,
,,,,Todiramphus tutus,Chattering Kingfisher,Martin-chasseur respecté,Alcedinidae
Halcyon godeffroyi,Marquesas Kingfisher,,Alcedinidae,Todiramphus godeffroyi,Marquesas Kingfisher,Martin-chasseur des Marquises,Alcedinidae
Halcyon gambieri,Mangareva Kingfisher,,Alcedinidae,Todiramphus gambieri,Tuamotu Kingfisher,Martin-chasseur des Gambier,Alcedinidae
Halcyon fulgida,Blue-and-white Kingfisher,,Alcedinidae,Caridonax fulgidus,White-rumped Kingfisher,Martin-chasseur étincelant,Alcedinidae
Halcyon bougainvillei,Moustached Kingfisher,,Alcedinidae,Actenoides bougainvillei,Moustached Kingfisher,Martin-chasseur à moustaches,Alcedinidae
Halcyon concreta,Rufous-collared Kingfisher,,Alcedinidae,Actenoides concretus,Rufous-collared Kingfisher,Martin-chasseur trapu,Alcedinidae
Halcyon lindsayi,Spotted Wood Kingfisher,,Alcedinidae,Actenoides lindsayi,Spotted Kingfisher,Martin-chasseur tacheté,Alcedinidae
Halcyon hombroni,Hombron's Kingfisher,,Alcedinidae,Actenoides hombroni,Blue-capped Kingfisher,Martin-chasseur de Hombron,Alcedinidae
Halcyon monacha,Celebes Lowland Kingfisher,,Alcedinidae,Actenoides monachus,Green-backed Kingfisher,Martin-chasseur moine,Alcedinidae
Halcyon princeps,Celebes Mountain Kingfisher,,Alcedinidae,Actenoides princeps,Scaly-breasted Kingfisher,Martin-chasseur princier,Alcedinidae
Halcyon torotoro,Yellow-billed Kingfisher,,Alcedinidae,Syma torotoro,Yellow-billed Kingfisher,Martin-chasseur torotoro,Alcedinidae
Halcyon megarhyncha,Mountain Yellow-billed Kingfisher,,Alcedinidae,Syma megarhyncha,Mountain Kingfisher,Martin-chasseur montagnard,Alcedinidae
Tanysiptera hydrocharis,Aru Paradise Kingfisher,,Alcedinidae,Tanysiptera hydrocharis,Little Paradise-Kingfisher,Martin-chasseur menu,Alcedinidae
Tanysiptera galatea,Common Paradise Kingfisher,,Alcedinidae,Tanysiptera galatea,Common Paradise-Kingfisher,Martin-chasseur à longs brins,Alcedinidae
Tanysiptera ellioti,Kofiau Paradise Kingfisher,,Alcedinidae,Tanysiptera ellioti,Kofiau Paradise-Kingfisher,Martin-chasseur de Kofiau,Alcedinidae
Tanysiptera riedelii,Biak Paradise Kingfisher,,Alcedinidae,Tanysiptera riedelii,Biak Paradise-Kingfisher,Martin-chasseur de Biak,Alcedinidae
Tanysiptera carolinae,Numfor Paradise Kingfisher,,Alcedinidae,Tanysiptera carolinae,Numfor Paradise-Kingfisher,Martin-chasseur de Caroline,Alcedinidae
Tanysiptera nympha,Pink-breasted Paradise Kingfisher,,Alcedinidae,Tanysiptera nympha,Red-breasted Paradise-Kingfisher,Martin-chasseur nymphe,Alcedinidae
Tanysiptera danae,Brown-backed Paradise Kingfisher,,Alcedinidae,Tanysiptera danae,Brown-headed Paradise-Kingfisher,Martin-chasseur rose,Alcedinidae
Tanysiptera sylvia,White-tailed Kingfisher,,Alcedinidae,,,,
,,,,Tanysiptera sylvia,Buff-breasted Paradise-Kingfisher,Martin-chasseur sylvain,Alcedinidae
,,,,Tanysiptera nigriceps,Black-capped Paradise-Kingfisher,Martin-chasseur à tête noire,Alcedinidae
Ceryle maxima,Giant Kingfisher,,Alcedinidae,Megaceryle maxima,Giant Kingfisher,Martin-pêcheur géant,Alcedinidae
Ceryle lugubris,Crested Kingfisher,,Alcedinidae,Megaceryle lugubris,Crested Kingfisher,Martin-pêcheur tacheté,Alcedinidae
Ceryle alcyon,Belted Kingfisher,,Alcedinidae,Megaceryle alcyon,Belted Kingfisher,Martin-pêcheur d'Amérique,Alcedinidae
Ceryle torquata,Ringed Kingfisher,,Alcedinidae,Megaceryle torquata,Ringed Kingfisher,Martin-pêcheur à ventre roux,Alcedinidae
,,,,Baryphthengus martii,Rufous Motmot,Motmot roux,Momotidae
Momotus momota,Blue-crowned Motmot,,Momotidae,,,,
,,,,Momotus momota,Amazonian Motmot,Motmot houtouc,Momotidae
,,,,Momotus bahamensis,Trinidad Motmot,Motmot de Trinidad,Momotidae
,,,,Momotus coeruliceps,Blue-capped Motmot,Motmot à tête bleue,Momotidae
,,,,Momotus lessonii,Lesson's Motmot,Motmot de Lesson,Momotidae
,,,,Momotus subrufescens,Whooping Motmot,Motmot caraïbe,Momotidae
,,,,Momotus aequatorialis,Andean Motmot,Motmot d'Équateur,Momotidae
Meropogon forsteni,Celebes Bee-eater,,Meropidae,Meropogon forsteni,Purple-bearded Bee-eater,Guêpier des Célèbes,Meropidae
Merops muelleri,Blue-headed Bee-eater,,Meropidae,,,,
,,,,Merops muelleri,Blue-headed Bee-eater,Guêpier à tête bleue,Meropidae
,,,,Merops mentalis,Blue-moustached Bee-eater,Guêpier à moustaches,Meropidae
Merops variegatus,Blue-breasted Bee-eater,,Meropidae,,,,
,,,,Merops variegatus,Blue-breasted Bee-eater,Guêpier à collier bleu,Meropidae
,,,,Merops lafresnayii,Ethiopian Bee-eater,Guêpier de Lafresnaye,Meropidae
Merops orientalis,Green Bee-eater,,Meropidae,,,,
,,,,Merops orientalis,Asian Green Bee-eater,Guêpier d'Orient,Meropidae
,,,,Merops viridissimus,African Green Bee-eater,Guêpier vert,Meropidae
,,,,Merops cyanophrys,Arabian Green Bee-eater,Guêpier à sourcils bleus,Meropidae
Merops boehmi,Boehm's Bee-eater,,Meropidae,Merops boehmi,Böhm's Bee-eater,Guêpier de Böhm,Meropidae
Merops viridis,Blue-throated Bee-eater,,Meropidae,,,,
,,,,Merops viridis,Blue-throated Bee-eater,Guêpier à gorge bleue,Meropidae
,,,,Merops americanus,Rufous-crowned Bee-eater,Guêpier à gorge verte,Meropidae
,,,,Merops persicus,Blue-cheeked Bee-eater,Guêpier de Perse,Meropidae
Merops superciliosus,Blue-cheeked Bee-eater,,Meropidae,,,,
,,,,Merops superciliosus,Madagascar Bee-eater,Guêpier de Madagascar,Meropidae
Merops nubicus,Carmine Bee-eater,,Meropidae,Merops nubicus,Northern Carmine Bee-eater,Guêpier écarlate,Meropidae
Coracias garrulus,Eurasian Roller,,Coraciidae,Coracias garrulus,European Roller,Rollier d'Europe,Coraciidae
Coracias abyssinica,Abyssinian Roller,,Coraciidae,Coracias abyssinicus,Abyssinian Roller,Rollier d'Abyssinie,Coraciidae
Coracias caudata,Lilac-breasted Roller,,Coraciidae,Coracias caudatus,Lilac-breasted Roller,Rollier à longs brins,Coraciidae
Coracias spatulata,Racket-tailed Roller,,Coraciidae,Coracias spatulatus,Racket-tailed Roller,Rollier à raquettes,Coraciidae
