ScientificNameV3,CommonNameV3,FamilyV3,ScientificName2023,CommonName2023,Family2023
Leucopternis occidentalis,Grey-backed Hawk,Accipitridae,Pseudastur occidentalis,Gray-backed Hawk,Accipitridae
Leucopternis polionotus,Mantled Hawk,Accipitridae,Pseudastur polionotus,Mantled Hawk,Accipitridae
Buteogallus aequinoctialis,Rufous Crab-hawk,Accipitridae,Buteogallus aequinoctialis,Rufous Crab Hawk,Accipitridae
Buteogallus anthracinus,Common Black-hawk,Accipitridae,Buteogallus anthracinus,Common Black Hawk,Accipitridae
Buteogallus urubitinga,Great Black-hawk,Accipitridae,Buteogallus urubitinga,Great Black Hawk,Accipitridae
Harpyhaliaetus solitarius,Solitary Eagle,Accipitridae,Buteogallus solitarius,Solitary Eagle,Accipitridae
Harpyhaliaetus coronatus,Crowned Eagle,Accipitridae,Buteogallus coronatus,Chaco Eagle,Accipitridae
,,,Buteo plagiatus,Gray Hawk,Accipitridae
Buteo nitidus,Grey Hawk,Accipitridae,,,
,,,Buteo nitidus,Gray-lined Hawk,Accipitridae
Buteo magnirostris,Roadside Hawk,Accipitridae,Rupornis magnirostris,Roadside Hawk,Accipitridae
Buteo leucorrhous,White-rumped Hawk,Accipitridae,Parabuteo leucorrhous,White-rumped Hawk,Accipitridae
Buteo albicaudatus,White-tailed Hawk,Accipitridae,Geranoaetus albicaudatus,White-tailed Hawk,Accipitridae
Buteo polyosoma,Red-backed Hawk,Accipitridae,Geranoaetus polyosoma,Variable Hawk,Accipitridae
,,,Buteo buteo,Common Buzzard,Accipitridae
Buteo buteo,Common Buzzard,Accipitridae,,,
,,,Buteo refectus,Himalayan Buzzard,Accipitridae
,,,Buteo japonicus,Eastern Buzzard,Accipitridae
,,,Buteo socotraensis,Socotra Buzzard,Accipitridae
Buteo oreophilus,Mountain Buzzard,Accipitridae,,,
,,,Buteo oreophilus,Mountain Buzzard,Accipitridae
,,,Buteo trizonatus,Forest Buzzard,Accipitridae
Buteo rufinus,Long-legged Buzzard,Accipitridae,,,
,,,Buteo rufinus,Long-legged Buzzard,Accipitridae
Ictinaetus malayensis,Black Eagle,Accipitridae,Ictinaetus malaiensis,Black Eagle,Accipitridae
Aquila pomarina,Lesser Spotted Eagle,Accipitridae,Clanga pomarina,Lesser Spotted Eagle,Accipitridae
Aquila hastata,Indian Spotted Eagle,Accipitridae,Clanga hastata,Indian Spotted Eagle,Accipitridae
Aquila clanga,Greater Spotted Eagle,Accipitridae,Clanga clanga,Greater Spotted Eagle,Accipitridae
Aquila adalberti,Spanish Imperial Eagle,Accipitridae,Aquila adalberti,Spanish Eagle,Accipitridae
Aquila heliaca,Eastern Imperial Eagle,Accipitridae,Aquila heliaca,Imperial Eagle,Accipitridae
Aquila wahlbergi,Wahlberg's Eagle,Accipitridae,Hieraaetus wahlbergi,Wahlberg's Eagle,Accipitridae
Aquila fasciatus,Bonelli's Eagle,Accipitridae,Aquila fasciata,Bonelli's Eagle,Accipitridae
Hieraaetus spilogaster,African Hawk-eagle,Accipitridae,Aquila spilogaster,African Hawk-Eagle,Accipitridae
Hieraaetus weiskei,New Guinea Hawk-eagle,Accipitridae,Hieraaetus weiskei,Pygmy Eagle,Accipitridae
Aquila africanus,Cassin's Hawk-eagle,Accipitridae,Aquila africana,Cassin's Hawk-Eagle,Accipitridae
Nisaetus nipalensis,Mountain Hawk-eagle,Accipitridae,,,
,,,Nisaetus nipalensis,Mountain Hawk-Eagle,Accipitridae
,,,Nisaetus kelaarti,Legge's Hawk-Eagle,Accipitridae
Nisaetus philippensis,Philippine Hawk-eagle,Accipitridae,,,
,,,Nisaetus philippensis,Philippine Hawk-Eagle,Accipitridae
,,,Nisaetus pinskeri,Pinsker's Hawk-Eagle,Accipitridae
Stephanoaetus coronatus,Crowned Hawk-eagle,Accipitridae,Stephanoaetus coronatus,Crowned Eagle,Accipitridae
Sagittarius serpentarius,Secretarybird,Accipitridae,Sagittarius serpentarius,Secretarybird,Sagittariidae
Phalcoboenus carunculatus,Carunculated Caracara,Falconidae,Daptrius carunculatus,Carunculated Caracara,Falconidae
Phalcoboenus megalopterus,Mountain Caracara,Falconidae,Daptrius megalopterus,Mountain Caracara,Falconidae
Phalcoboenus albogularis,White-throated Caracara,Falconidae,Daptrius albogularis,White-throated Caracara,Falconidae
Phalcoboenus australis,Striated Caracara,Falconidae,Daptrius australis,Striated Caracara,Falconidae
,,,Caracara plancus,Crested Caracara,Falconidae
Caracara plancus,Southern Caracara,Falconidae,,,
Caracara cheriway,Crested Caracara,Falconidae,,,
Milvago chimachima,Yellow-headed Caracara,Falconidae,Daptrius chimachima,Yellow-headed Caracara,Falconidae
Milvago chimango,Chimango Caracara,Falconidae,Daptrius chimango,Chimango Caracara,Falconidae
Polihierax insignis,White-rumped Falcon,Falconidae,Neohierax insignis,White-rumped Falcon,Falconidae
Falco tinnunculus,Common Kestrel,Falconidae,,,
,,,Falco rupicolus,Rock Kestrel,Falconidae
,,,Falco tinnunculus,Eurasian Kestrel,Falconidae
Falco newtoni,Madagascar Kestrel,Falconidae,Falco newtoni,Malagasy Kestrel,Falconidae
Falco araea,Seychelles Kestrel,Falconidae,Falco araeus,Seychelles Kestrel,Falconidae
Falco ardosiaceus,Grey Kestrel,Falconidae,Falco ardosiaceus,Gray Kestrel,Falconidae
Falco hypoleucos,Grey Falcon,Falconidae,Falco hypoleucos,Gray Falcon,Falconidae
Falco rusticolus,Gyr Falcon,Falconidae,Falco rusticolus,Gyrfalcon,Falconidae
,,,Falco peregrinus,Peregrine Falcon,Falconidae
Falco peregrinus,Peregrine Falcon,Falconidae,,,
Falco pelegrinoides,Barbary Falcon,Falconidae,,,
Alectura lathami,Australian Brush-turkey,Megapodiidae,Alectura lathami,Australian Brushturkey,Megapodiidae
Aepypodius arfakianus,Wattled Brush-turkey,Megapodiidae,Aepypodius arfakianus,Wattled Brushturkey,Megapodiidae
Aepypodius bruijnii,Bruijn's Brush-turkey,Megapodiidae,Aepypodius bruijnii,Waigeo Brushturkey,Megapodiidae
Talegalla cuvieri,Red-billed Brush-turkey,Megapodiidae,Talegalla cuvieri,Red-billed Brushturkey,Megapodiidae
Talegalla fuscirostris,Black-billed Brush-turkey,Megapodiidae,Talegalla fuscirostris,Yellow-legged Brushturkey,Megapodiidae
Talegalla jobiensis,Brown-collared Brush-turkey,Megapodiidae,Talegalla jobiensis,Red-legged Brushturkey,Megapodiidae
Megapodius cumingii,Tabon Megapode,Megapodiidae,Megapodius cumingii,Philippine Megapode,Megapodiidae
Megapodius reinwardt,Orange-footed Megapode,Megapodiidae,,,
,,,Megapodius reinwardt,Orange-footed Megapode,Megapodiidae
,,,Megapodius freycinet,Dusky Megapode,Megapodiidae
Megapodius freycinet,Dusky Megapode,Megapodiidae,,,
Megapodius affinis,New Guinea Megapode,Megapodiidae,Megapodius decollatus,New Guinea Megapode,Megapodiidae
Megapodius pritchardii,Polynesian Megapode,Megapodiidae,Megapodius pritchardii,Tongan Megapode,Megapodiidae
Ortalis cinereiceps,Grey-headed Chachalaca,Cracidae,Ortalis cinereiceps,Gray-headed Chachalaca,Cracidae
Ortalis guttata,Speckled Chachalaca,Cracidae,,,
,,,Ortalis guttata,Speckled Chachalaca,Cracidae
,,,Ortalis araucuan,East Brazilian Chachalaca,Cracidae
,,,Ortalis squamata,Scaled Chachalaca,Cracidae
,,,Ortalis columbiana,Colombian Chachalaca,Cracidae
Ortalis motmot,Little Chachalaca,Cracidae,,,
,,,Ortalis motmot,Variable Chachalaca,Cracidae
,,,Ortalis ruficeps,Chestnut-headed Chachalaca,Cracidae
Penelope obscura,Dusky-legged Guan,Cracidae,,,
,,,Penelope obscura,Dusky-legged Guan,Cracidae
,,,Penelope bridgesi,Yungas Guan,Cracidae
Pipile cumanensis,Blue-throated Piping-guan,Cracidae,,,
,,,Pipile cumanensis,Blue-throated Piping-Guan,Cracidae
,,,Pipile grayi,White-throated Piping-Guan,Cracidae
Pauxi unicornis,Horned Curassow,Cracidae,,,
,,,Pauxi unicornis,Horned Curassow,Cracidae
,,,Pauxi koepckeae,Sira Curassow,Cracidae
Dendragapus falcipennis,Siberian Grouse,Phasianidae,Falcipennis falcipennis,Siberian Grouse,Phasianidae
Dendragapus canadensis,Spruce Grouse,Phasianidae,Canachites canadensis,Spruce Grouse,Phasianidae
Tetrao tetrix,Black Grouse,Phasianidae,Lyrurus tetrix,Black Grouse,Phasianidae
Tetrao mlokosiewiczi,Caucasian Grouse,Phasianidae,Lyrurus mlokosiewiczi,Caucasian Grouse,Phasianidae
Tetrao parvirostris,Black-billed Capercaillie,Phasianidae,Tetrao urogalloides,Black-billed Capercaillie,Phasianidae
Bonasa bonasia,Hazel Grouse,Phasianidae,Tetrastes bonasia,Hazel Grouse,Phasianidae
Bonasa sewerzowi,Chinese Grouse,Phasianidae,Tetrastes sewerzowi,Severtzov's Grouse,Phasianidae
Tetraophasis obscurus,Chestnut-throated Partridge,Phasianidae,Tetraophasis obscurus,Chestnut-throated Monal-Partridge,Phasianidae
Tetraophasis szechenyii,Buff-throated Partridge,Phasianidae,Tetraophasis szechenyii,Buff-throated Monal-Partridge,Phasianidae
Alectoris magna,Rusty-necklaced Partridge,Phasianidae,Alectoris magna,Przevalski's Partridge,Phasianidae
Francolinus pondicerianus,Grey Francolin,Phasianidae,Ortygornis pondicerianus,Gray Francolin,Phasianidae
Francolinus gularis,Swamp Francolin,Phasianidae,Ortygornis gularis,Swamp Francolin,Phasianidae
Francolinus lathami,Forest Francolin,Phasianidae,Peliperdix lathami,Latham's Francolin,Phasianidae
Francolinus coqui,Coqui Francolin,Phasianidae,Campocolinus coqui,Coqui Francolin,Phasianidae
Francolinus albogularis,White-throated Francolin,Phasianidae,Campocolinus albogularis,White-throated Francolin,Phasianidae
Francolinus schlegelii,Schlegel's Francolin,Phasianidae,Campocolinus schlegelii,Schlegel's Francolin,Phasianidae
Francolinus streptophorus,Ring-necked Francolin,Phasianidae,Scleroptila streptophora,Ring-necked Francolin,Phasianidae
Francolinus finschi,Finsch's Francolin,Phasianidae,Scleroptila finschi,Finsch's Francolin,Phasianidae
Francolinus africanus,Grey-winged Francolin,Phasianidae,Scleroptila afra,Gray-winged Francolin,Phasianidae
Francolinus levaillantii,Red-winged Francolin,Phasianidae,Scleroptila levaillantii,Red-winged Francolin,Phasianidae
Francolinus levaillantoides,Orange River Francolin,Phasianidae,Scleroptila gutturalis,Orange River Francolin,Phasianidae
Francolinus psilolaemus,Moorland Francolin,Phasianidae,,,
,,,Scleroptila psilolaema,Moorland Francolin,Phasianidae
,,,Scleroptila elgonensis,Elgon Francolin,Phasianidae
Francolinus shelleyi,Shelley's Francolin,Phasianidae,,,
,,,Scleroptila shelleyi,Shelley's Francolin,Phasianidae
,,,Scleroptila whytei,Whyte's Francolin,Phasianidae
Francolinus sephaena,Crested Francolin,Phasianidae,Ortygornis sephaena,Crested Francolin,Phasianidae
Francolinus ahantensis,Ahanta Francolin,Phasianidae,Pternistis ahantensis,Ahanta Spurfowl,Phasianidae
Francolinus squamatus,Scaly Francolin,Phasianidae,Pternistis squamatus,Scaly Spurfowl,Phasianidae
Francolinus griseostriatus,Grey-striped Francolin,Phasianidae,Pternistis griseostriatus,Gray-striped Spurfowl,Phasianidae
Francolinus nahani,Nahan's Francolin,Phasianidae,Ptilopachus nahani,Nahan's Partridge,Odontophoridae
Francolinus hartlaubi,Hartlaub's Francolin,Phasianidae,Pternistis hartlaubi,Hartlaub's Spurfowl,Phasianidae
Francolinus hildebrandti,Hildebrandt's Francolin,Phasianidae,Pternistis hildebrandti,Hildebrandt's Spurfowl,Phasianidae
Francolinus natalensis,Natal Francolin,Phasianidae,Pternistis natalensis,Natal Spurfowl,Phasianidae
Francolinus bicalcaratus,Double-spurred Francolin,Phasianidae,Pternistis bicalcaratus,Double-spurred Spurfowl,Phasianidae
Francolinus clappertoni,Clapperton's Francolin,Phasianidae,Pternistis clappertoni,Clapperton's Spurfowl,Phasianidae
Francolinus icterorhynchus,Heuglin's Francolin,Phasianidae,Pternistis icterorhynchus,Heuglin's Spurfowl,Phasianidae
Francolinus harwoodi,Harwood's Francolin,Phasianidae,Pternistis harwoodi,Harwood's Spurfowl,Phasianidae
Francolinus capensis,Cape Francolin,Phasianidae,Pternistis capensis,Cape Spurfowl,Phasianidae
Francolinus adspersus,Red-billed Francolin,Phasianidae,Pternistis adspersus,Red-billed Spurfowl,Phasianidae
Francolinus camerunensis,Mount Cameroon Francolin,Phasianidae,Pternistis camerunensis,Mount Cameroon Spurfowl,Phasianidae
Francolinus swierstrai,Swierstra's Francolin,Phasianidae,Pternistis swierstrai,Swierstra's Spurfowl,Phasianidae
Francolinus erckelii,Erckel's Francolin,Phasianidae,Pternistis erckelii,Erckel's Spurfowl,Phasianidae
Francolinus ochropectus,Djibouti Francolin,Phasianidae,Pternistis ochropectus,Djibouti Spurfowl,Phasianidae
Francolinus castaneicollis,Chestnut-naped Francolin,Phasianidae,Pternistis castaneicollis,Chestnut-naped Spurfowl,Phasianidae
Francolinus nobilis,Handsome Francolin,Phasianidae,Pternistis nobilis,Handsome Spurfowl,Phasianidae
Francolinus jacksoni,Jackson's Francolin,Phasianidae,Pternistis jacksoni,Jackson's Spurfowl,Phasianidae
Francolinus leucoscepus,Yellow-necked Spurfowl,Phasianidae,Pternistis leucoscepus,Yellow-necked Spurfowl,Phasianidae
Francolinus rufopictus,Grey-breasted Spurfowl,Phasianidae,Pternistis rufopictus,Gray-breasted Spurfowl,Phasianidae
Francolinus afer,Red-necked Spurfowl,Phasianidae,Pternistis afer,Red-necked Spurfowl,Phasianidae
Francolinus swainsonii,Swainson's Spurfowl,Phasianidae,Pternistis swainsonii,Swainson's Spurfowl,Phasianidae
Perdix perdix,Grey Partridge,Phasianidae,Perdix perdix,Gray Partridge,Phasianidae
Rhizothera longirostris,Long-billed Partridge,Phasianidae,,,
,,,Rhizothera longirostris,Long-billed Partridge,Phasianidae
,,,Rhizothera dulitensis,Dulit Partridge,Phasianidae
Margaroperdix madagascariensis,Madagascar Partridge,Phasianidae,Margaroperdix madagarensis,Madagascar Partridge,Phasianidae
Coturnix ypsilophora,Brown Quail,Phasianidae,Synoicus ypsilophorus,Brown Quail,Phasianidae
,,,Synoicus adansonii,Blue Quail,Phasianidae
Coturnix chinensis,Blue Quail,Phasianidae,,,
,,,Synoicus chinensis,Blue-breasted Quail,Phasianidae
Anurophasis monorthonyx,Snow Mountain Quail,Phasianidae,Synoicus monorthonyx,Snow Mountain Quail,Phasianidae
Xenoperdix udzungwensis,Udzungwa Forest-partridge,Phasianidae,Xenoperdix udzungwensis,Udzungwa Partridge,Phasianidae
Arborophila orientalis,White-faced Partridge,Phasianidae,Arborophila orientalis,Gray-breasted Partridge,Phasianidae
Arborophila sumatrana,Grey-breasted Partridge,Phasianidae,Arborophila sumatrana,Sumatran Partridge,Phasianidae
Arborophila campbelli,Malaysian Partridge,Phasianidae,Arborophila campbelli,Malayan Partridge,Phasianidae
,,,Tropicoperdix chloropus,Scaly-breasted Partridge,Phasianidae
Arborophila chloropus,Scaly-breasted Partridge,Phasianidae,,,
Arborophila charltonii,Chestnut-necklaced Partridge,Phasianidae,,,
,,,Tropicoperdix charltonii,Chestnut-necklaced Partridge,Phasianidae
,,,Tropicoperdix graydoni,Sabah Partridge,Phasianidae
Ptilopachus petrosus,Stone Partridge,Phasianidae,Ptilopachus petrosus,Stone Partridge,Odontophoridae
Bambusicola thoracicus,Chinese Bamboo-partridge,Phasianidae,,,
,,,Bambusicola thoracicus,Chinese Bamboo-Partridge,Phasianidae
,,,Bambusicola sonorivox,Taiwan Bamboo-Partridge,Phasianidae
Gallus sonneratii,Grey Junglefowl,Phasianidae,Gallus sonneratii,Gray Junglefowl,Phasianidae
Gallus lafayetii,Sri Lanka Junglefowl,Phasianidae,Gallus lafayettii,Sri Lanka Junglefowl,Phasianidae
,,,Lophura edwardsi,Edwards's Pheasant,Phasianidae
Lophura edwardsi,Edwards's Pheasant,Phasianidae,,,
Lophura hoogerwerfi,Aceh Pheasant,Phasianidae,,,
,,,Lophura inornata,Salvadori's Pheasant,Phasianidae
Lophura inornata,Salvadori's Pheasant,Phasianidae,,,
Lophura erythrophthalma,Crestless Fireback,Phasianidae,,,
,,,Lophura erythrophthalma,Malayan Crestless Fireback,Phasianidae
,,,Lophura pyronota,Bornean Crestless Fireback,Phasianidae
Lophura hatinhensis,Vietnamese Pheasant,Phasianidae,,,
Lophura ignita,Crested Fireback,Phasianidae,,,
,,,Lophura ignita,Bornean Crested Fireback,Phasianidae
,,,Lophura rufa,Malayan Crested Fireback,Phasianidae
Lophura bulweri,Wattled Pheasant,Phasianidae,Lophura bulweri,Bulwer's Pheasant,Phasianidae
Catreus wallichi,Cheer Pheasant,Phasianidae,Catreus wallichii,Cheer Pheasant,Phasianidae
Syrmaticus humiae,Hume's Pheasant,Phasianidae,Syrmaticus humiae,Mrs. Hume's Pheasant,Phasianidae
Phasianus colchicus,Common Pheasant,Phasianidae,,,
,,,Phasianus colchicus,Ring-necked Pheasant,Phasianidae
,,,Phasianus versicolor,Green Pheasant,Phasianidae
Polyplectron bicalcaratum,Grey Peacock-pheasant,Phasianidae,Polyplectron bicalcaratum,Gray Peacock-Pheasant,Phasianidae
Rheinardia ocellata,Crested Argus,Phasianidae,,,
,,,Rheinardia ocellata,Vietnamese Crested Argus,Phasianidae
,,,Rheinardia nigrescens,Malayan Crested Argus,Phasianidae
,,,Argusianus argus,Great Argus,Phasianidae
Argusianus argus,Great Argus,Phasianidae,,,
Argusianus bipunctatus,Double-banded Argus,Phasianidae,,,
Afropavo congensis,Congo Peafowl,Phasianidae,Afropavo congensis,Congo Peacock,Phasianidae
Guttera pucherani,Crested Guineafowl,Numididae,,,
,,,Guttera pucherani,Eastern Crested Guineafowl,Numididae
,,,Guttera edouardi,Southern Crested Guineafowl,Numididae
,,,Guttera verreauxi,Western Crested Guineafowl,Numididae
,,,Turnix nanus,Black-rumped Buttonquail,Turnicidae
Turnix hottentottus,Hottentot Buttonquail,Turnicidae,,,
,,,Turnix hottentottus,Fynbos Buttonquail,Turnicidae
Turnix varius,Painted Buttonquail,Turnicidae,,,
,,,Turnix varius,Painted Buttonquail,Turnicidae
,,,Turnix novaecaledoniae,New Caledonian Buttonquail,Turnicidae
Ortyxelos meiffrenii,Lark Buttonquail,Turnicidae,Ortyxelos meiffrenii,Quail-plover,Turnicidae
Sarothrura pulchra,White-spotted Flufftail,Rallidae,Sarothrura pulchra,White-spotted Flufftail,Sarothruridae
Sarothrura elegans,Buff-spotted Flufftail,Rallidae,Sarothrura elegans,Buff-spotted Flufftail,Sarothruridae
Sarothrura rufa,Red-chested Flufftail,Rallidae,Sarothrura rufa,Red-chested Flufftail,Sarothruridae
Sarothrura lugens,Chestnut-headed Flufftail,Rallidae,Sarothrura lugens,Chestnut-headed Flufftail,Sarothruridae
Sarothrura boehmi,Streaky-breasted Flufftail,Rallidae,Sarothrura boehmi,Streaky-breasted Flufftail,Sarothruridae
Sarothrura affinis,Striped Flufftail,Rallidae,Sarothrura affinis,Striped Flufftail,Sarothruridae
Sarothrura insularis,Madagascar Flufftail,Rallidae,Sarothrura insularis,Madagascar Flufftail,Sarothruridae
Sarothrura ayresi,White-winged Flufftail,Rallidae,Sarothrura ayresi,White-winged Flufftail,Sarothruridae
Sarothrura watersi,Slender-billed Flufftail,Rallidae,Sarothrura watersi,Slender-billed Flufftail,Sarothruridae
Canirallus oculeus,Grey-throated Rail,Rallidae,Canirallus oculeus,Gray-throated Rail,Rallidae
Canirallus kioloides,Madagascar Wood Rail,Rallidae,,,
,,,Mentocrex kioloides,Madagascar Forest Rail,Sarothruridae
,,,Mentocrex beankaensis,Tsingy Forest Rail,Sarothruridae
Micropygia schomburgkii,Ocellated Crake,Rallidae,Rufirallus schomburgkii,Ocellated Crake,Rallidae
Rallina rubra,Chestnut Forest-rail,Rallidae,Rallicula rubra,Chestnut Forest Rail,Sarothruridae
Rallina leucospila,White-striped Forest-rail,Rallidae,Rallicula leucospila,White-striped Forest Rail,Sarothruridae
Rallina forbesi,Forbes's Forest-rail,Rallidae,Rallicula forbesi,Forbes's Forest Rail,Sarothruridae
Rallina mayri,Mayr's Forest-rail,Rallidae,Rallicula mayri,Mayr's Forest Rail,Sarothruridae
Anurolimnas castaneiceps,Chestnut-headed Crake,Rallidae,Rufirallus castaneiceps,Chestnut-headed Crake,Rallidae
Anurolimnas viridis,Russet-crowned Crake,Rallidae,Rufirallus viridis,Russet-crowned Crake,Rallidae
Laterallus exilis,Grey-breasted Crake,Rallidae,Laterallus exilis,Gray-breasted Crake,Rallidae
,,,Laterallus jamaicensis,Black Rail,Rallidae
Laterallus jamaicensis,Black Rail,Rallidae,,,
Laterallus tuerosi,Junin Rail,Rallidae,,,
Laterallus spilonotus,Galapagos Rail,Rallidae,Laterallus spilonota,Galapagos Rail,Rallidae
Nesoclopeus woodfordi,Woodford's Rail,Rallidae,Gallirallus woodfordi,Woodford's Rail,Rallidae
Nesoclopeus poecilopterus,Bar-winged Rail,Rallidae,Gallirallus poecilopterus,Bar-winged Rail,Rallidae
Gallirallus sylvestris,Lord Howe Woodhen,Rallidae,Gallirallus sylvestris,Lord Howe Rail,Rallidae
Cabalus modestus,Chatham Rail,Rallidae,Gallirallus modestus,Chatham Islands Rail,Rallidae
Gallirallus striatus,Slaty-breasted Rail,Rallidae,Lewinia striata,Slaty-breasted Rail,Rallidae
Rallus longirostris,Clapper Rail,Rallidae,,,
,,,Rallus longirostris,Mangrove Rail,Rallidae
,,,Rallus crepitans,Clapper Rail,Rallidae
,,,Rallus obsoletus,Ridgway's Rail,Rallidae
Rallus elegans,King Rail,Rallidae,,,
,,,Rallus elegans,King Rail,Rallidae
,,,Rallus tenuirostris,Aztec Rail,Rallidae
Rallus aquaticus,Water Rail,Rallidae,,,
,,,Rallus aquaticus,Water Rail,Rallidae
,,,Rallus indicus,Brown-cheeked Rail,Rallidae
Rallus caerulescens,African Water Rail,Rallidae,Rallus caerulescens,African Rail,Rallidae
Lewinia mirifica,Brown-banded Rail,Rallidae,Lewinia mirifica,Luzon Rail,Rallidae
Crecopsis egregia,African Crake,Rallidae,Crex egregia,African Crake,Rallidae
Crex crex,Corncrake,Rallidae,Crex crex,Corn Crake,Rallidae
Atlantisia rogersi,Inaccessible Rail,Rallidae,Atlantisia rogersi,Inaccessible Island Rail,Rallidae
Aramides cajanea,Grey-necked Wood-rail,Rallidae,,,
,,,Aramides cajaneus,Gray-cowled Wood-Rail,Rallidae
,,,Aramides albiventris,Russet-naped Wood-Rail,Rallidae
Aphanapteryx leguati,Rodrigues Rail,Rallidae,Erythromachus leguati,Rodrigues Rail,Rallidae
Amaurornis akool,Brown Crake,Rallidae,Zapornia akool,Brown Crake,Rallidae
Amaurornis isabellina,Isabelline Waterhen,Rallidae,Amaurornis isabellina,Isabelline Bush-hen,Rallidae
