"","Language","CanonicalName","CommonName","IndexFG","n","ScientificName2023","Genus2023","Family2023","Order2023","ScientificName1974","Genus1974","Family1974","Order1974","ScientificName2021","ScientificNameV3","BeakLengthCulmen","BeakLengthNares","BeakWidth","BeakDepth","TarsusLength","WingLength","KippsDistance","Secondary","HandWingIndex","TailLength","Mass","IsoPer","zIsoPer","tSNE1per","tSNE2per","VarPer","IsoPhy","zIsoPhy","Iso23","zIso23","Iso74","zIso74","cBlack","cWhite","cYellow","cBlue","cRed","cGreen","cElaboration","cDiversity","IsoCol","zIsoCol","zcElaboration","zcDiversity","VarPhy"
"48","Anindilyakwa","Himantopus leucocephalus","Pied Stilt","Ani.22",1,"Himantopus leucocephalus","Himantopus","Recurvirostridae","Charadriiformes","Himantopus leucocephalus","Himantopus","Recurvirostridae","Charadriiformes","Himantopus leucocephalus","Himantopus leucocephalus",64.6,48.9,4.7,4.9,116,222,118.5,104.8,53,70.2,176.8,1.14,0.44,1.13488116857413,-1.68614135900536,0,40.74,-0.24,3,1.77,3,1.92,0.475258412,0.396179585,0.000314179,0,0.061044959,0,40.57590746,38,0.95,0.99,1.86,-0.27,0
"49","Anindilyakwa","Radjah radjah","Radjah Shelduck","Ani.24",1,"Radjah radjah","Radjah","Anatidae","Anseriformes","Tadorna radjah","Tadorna","Anatidae","Anseriformes","Radjah radjah","Tadorna radjah",46.3,32,20,14.8,50.1,270,100.2,160.6,38.5,98,885.2,0.79,-0.16,-0.121482068765535,-3.55507983104177,0,13.98,-1.1,2,0.48,2,0.56,0.250956522,0.514222222,0.006009662,0,0.004463768,0.0007343,33.57975308,39,0.29,-0.35,0.73,-0.21,0
"50","Anindilyakwa","Dendrocygna arcuata","Wandering Whistling Duck","Ani.25",6,"Dendrocygna arcuata","Dendrocygna","Anatidae","Anseriformes","Dendrocygna arcuata","Dendrocygna","Anatidae","Anseriformes","Dendrocygna arcuata","Dendrocygna arcuata",42,29.2,15.4,14.1,45.4,186,58.2,130.1,30.9,49.8,796.2,0.92,0.07,-0.489997184607808,-2.15995467010662,1.48528907900423,28.43,-0.64,1,-0.82,1,-0.8,0.233682169,0.078873079,0.012803331,2.85e-05,0.017850523,2.85e-05,28.34421337,48,0.26,-0.41,-0.13,0.34,102.504664748459
"51","Anindilyakwa","Dendrocygna eytoni","Plumed Whistling Duck","Ani.25",6,"Dendrocygna eytoni","Dendrocygna","Anatidae","Anseriformes","Dendrocygna eytoni","Dendrocygna","Anatidae","Anseriformes","Dendrocygna eytoni","Dendrocygna eytoni",41.9,30.3,16.4,15.2,55.1,232,87,145,37.5,67.8,790,0.79,-0.16,-0.149341695533788,-2.90634457545286,1.48528907900423,28.43,-0.64,1,-0.82,1,-0.8,0.117271554,0.128580309,0.043943958,2.39e-05,0.034523981,7.17e-05,24.85664553,59,1.18,1.48,-0.69,1.02,102.504664748459
"52","Anindilyakwa","Nettapus pulchellus","Green Pygmy-Goose","Ani.25",6,"Nettapus pulchellus","Nettapus","Anatidae","Anseriformes","Nettapus pulchellus","Nettapus","Anatidae","Anseriformes","Nettapus pulchellus","Nettapus pulchellus",27,18.4,11.4,11.3,25.7,168.8,74.4,92.8,44.5,63.2,307,1.09,0.35,-0.366235938577136,-0.160940159212963,1.48528907900423,27.12,-0.68,2,0.48,2,0.56,0.328174877,0.259665105,0.003360152,0,0,0.025611828,29.37738192,39,0.38,-0.17,0.04,-0.21,102.504664748459
"53","Anindilyakwa","Tachybaptus novaehollandiae","Australasian Grebe","Ani.25",6,"Tachybaptus novaehollandiae","Tachybaptus","Podicipedidae","Podicipediformes","Podiceps novaehollandiae","Podiceps","Podicipedidae","Podicipediformes","Tachybaptus novaehollandiae","Tachybaptus novaehollandiae",23,11.6,4.7,6.4,34.7,102,32.2,69.8,31.5,26.7,219,1.17,0.5,0.0936125847860952,3.45660980493235,1.48528907900423,95.57,1.52,4,3.07,4,3.28,0.413820468,0.049110277,0.000610445,0,0.001220889,0,26.0009994,43,0.1,-0.74,-0.51,0.04,102.504664748459
"54","Anindilyakwa","Gallinula tenebrosa","Dusky Moorhen","Ani.26",1,"Gallinula tenebrosa","Gallinula","Rallidae","Gruiformes","Gallinula tenebrosa","Gallinula","Rallidae","Gruiformes","Gallinula tenebrosa","Gallinula tenebrosa",36.1,16.1,5.2,9.5,56.1,197.2,67,134.8,33.2,72.4,530.1,1.09,0.35,-0.600543168132628,-0.829268061070465,0,46.96,-0.04,2,0.48,2,0.56,0.203436081,0.058560835,0.015435885,0.000101,0.013975656,0.00028175,23.45929972,79.33333333,0.26,-0.41,-0.92,2.27,0
"55","Anindilyakwa","Anseranas semipalmata","Magpie Goose","Ani.27",1,"Anseranas semipalmata","Anseranas","Anseranatidae","Anseriformes","Anseranas semipalmata","Anseranas","Anatidae","Anseriformes","Anseranas semipalmata","Anseranas semipalmata",85.6,42.4,22.8,20.4,87,405.6,144,269,34.9,148.1,2393.4,1.14,0.45,0.120224771798652,-5.6480893448241,0,127.19,2.53,3,1.77,2,0.56,0.266047172,0.414489065,0.010772099,0,0.000621468,2.96e-05,33.61148708,47,0.43,-0.07,0.73,0.28,0
"56","Anindilyakwa","Platalea flavipes","Yellow-billed Spoonbill","Ani.28",3,"Platalea flavipes","Platalea","Threskiornithidae","Pelecaniformes","Platalea flavipes","Platalea","Threskiornithidae","Ciconiiformes","Platalea flavipes","Platalea flavipes",197.8,162.2,25.5,17.6,123.3,370,140.8,229.2,38,144.5,1741.3,0.65,-0.42,0.233675733896045,-6.44941188319381,0.628837325816289,46.44,-0.06,1,-0.82,1,-0.8,0.008129698,0.801564672,0.010368311,0,9.43e-05,2.36e-05,36.02414026,38,0.28,-0.36,1.12,-0.27,58.0012397645716
"57","Anindilyakwa","Platalea regia","Royal Spoonbill","Ani.28",3,"Platalea regia","Platalea","Threskiornithidae","Pelecaniformes","Platalea regia","Platalea","Threskiornithidae","Ciconiiformes","Platalea regia","Platalea regia",174.3,153.5,26.6,13.8,120.3,352.6,129.5,223.8,36.6,108.6,1723.5,0.65,-0.42,0.324645231848222,-6.2998130664246,0.628837325816289,46.44,-0.06,1,-0.82,1,-0.8,0.127311146,0.735953513,0.001394612,0,0.000274735,0,37.39674137,41,0.4,-0.13,1.35,-0.09,58.0012397645716
"58","Anindilyakwa","Threskiornis molucca","Australian Ibis","Ani.28",3,"Threskiornis molucca","Threskiornis","Threskiornithidae","Pelecaniformes","Threskiornis moluccus","Threskiornis","Threskiornithidae","Ciconiiformes","Threskiornis molucca","Threskiornis molucca",161,134.2,14.8,20.6,97.7,351.8,110.3,241.4,31.4,128.8,1794.9,0.98,0.17,0.364829141701535,-6.04821283280522,0.628837325816289,60.18,0.38,2,0.48,2,0.56,0.200200666,0.61171202,0.001957713,0,0,0,36.84479745,30,0.19,-0.55,1.26,-0.76,58.0012397645716
"59","Anindilyakwa","Egretta novaehollandiae","White-faced Heron","Ani.29",4,"Egretta novaehollandiae","Egretta","Ardeidae","Pelecaniformes","Ardea novaehollandiae","Ardea","Ardeidae","Ciconiiformes","Egretta novaehollandiae","Egretta novaehollandiae",80.9,68,9.4,11.5,89,298.4,110.8,184.8,37.5,114.8,558.6,0.72,-0.29,0.483833411422882,-4.10437733398519,1.52513491917985,35.36,-0.41,1,-0.82,1,-0.8,0.042260573,0.08405381,0.006175518,0,0,0,18.18766916,40,0.09,-0.77,-1.77,-0.15,104.131979753204
"60","Anindilyakwa","Nycticorax caledonicus","Nankeen Night Heron","Ani.29",4,"Nycticorax caledonicus","Nycticorax","Ardeidae","Pelecaniformes","Nycticorax caledonicus","Nycticorax","Ardeidae","Ciconiiformes","Nycticorax caledonicus","Nycticorax caledonicus",81.7,56.6,14.4,20.4,84.3,300,90.4,213.4,29.8,110.6,856,0.88,-0.01,0.351852332047585,-4.72278894325078,1.52513491917985,43.98,-0.14,2,0.48,2,0.56,0.063903022,0.121958556,0.015785602,1.657e-05,0.156992254,0.000230724,26.20769853,55,0.22,-0.49,-0.47,0.77,104.131979753204
"61","Anindilyakwa","Ixobrychus flavicollis","Black Bittern","Ani.29",4,"Ixobrychus flavicollis","Ixobrychus","Ardeidae","Pelecaniformes","Dupetor flavicollis","Dupetor","Ardeidae","Ciconiiformes","Ixobrychus flavicollis","Ixobrychus flavicollis",87.5,66.2,9.3,13.1,64.8,201.2,58.8,134.2,30.4,61.5,321,0.76,-0.22,0.265530836973133,-2.84132222027459,1.52513491917985,104.46,1.8,1,-0.82,2,0.56,0.4930734215,0.0438671485,0.02062672,3.4e-05,2.11e-05,0.000111734,29.15931567,43.75,0.46,0,0.01,0.08,104.131979753204
"62","Anindilyakwa","Ardea sumatrana","Great-billed Heron","Ani.31",1,"Ardea sumatrana","Ardea","Ardeidae","Pelecaniformes","Ardea sumatrana","Ardea","Ardeidae","Ciconiiformes","Ardea sumatrana","Ardea sumatrana",173,123.6,18.4,27,156.8,453.5,129.3,320.4,28.8,160.2,2024,1.14,0.45,0.175798513706953,-6.58649103419828,0,53.01,0.15,1,-0.82,1,-0.8,0.295441691,0.053503665,0.000701845,1.21e-05,0,1.21e-05,23.05117184,32,0.26,-0.4,-0.98,-0.64,0
"63","Anindilyakwa","Egretta sacra","Pacific Reef-Heron (dark morph)","Ani.32",1,"Egretta sacra","Egretta","Ardeidae","Pelecaniformes","Egretta sacra","Egretta","Ardeidae","Ciconiiformes","Egretta sacra","Egretta sacra",82.5,67.5,10.1,12.8,67.5,262.6,86.5,177,32.9,86.4,502,0.71,-0.31,0.422745621727786,-3.67265250902183,0,52.37,0.13,1,-0.82,1,-0.8,0.213163738,0.519526705,0.006166711,1.6e-05,2.39e-05,8e-06,33.94732785,41.66666667,0.21,-0.5,0.79,-0.04,0
"64","Anindilyakwa","Ardea alba","Large Egret","Ani.33",4,"Ardea alba","Ardea","Ardeidae","Pelecaniformes","Casmerodius albus","Casmerodius","Ardeidae","Ciconiiformes","Ardea alba","Casmerodius albus",126.3,90.4,12,18.1,141.6,378.8,120.7,257.2,32.1,140.5,871.3,0.93,0.07,0.393788455985757,-5.7710580166774,0.792577855354006,68,0.63,1,-0.82,2,0.56,0.051076516,0.673278276,0.000332893,0,0.00332064,0.004192104,33.03581333,47,0.33,-0.27,0.64,0.28,78.0978336892448
"65","Anindilyakwa","Egretta sacra.1","Pacific Reef-Heron (light morph)","Ani.33",4,"Egretta sacra","Egretta","Ardeidae","Pelecaniformes","Egretta sacra","Egretta","Ardeidae","Ciconiiformes","Egretta sacra","Egretta sacra",82.5,67.5,10.1,12.8,67.5,262.6,86.5,177,32.9,86.4,502,0.71,-0.31,0.422745621727786,-3.67265250902183,0.792577855354006,52.37,0.13,1,-0.82,1,-0.8,0.213163738,0.519526705,0.006166711,1.6e-05,2.39e-05,8e-06,33.94732785,41.66666667,0.21,-0.5,0.79,-0.04,78.0978336892448
"66","Anindilyakwa","Ardea pacifica","Pacific Heron","Ani.34",2,"Ardea pacifica","Ardea","Ardeidae","Pelecaniformes","Ardea pacifica","Ardea","Ardeidae","Ciconiiformes","Ardea pacifica","Ardea pacifica",88.2,72,11.9,16.1,131.3,385.2,153.8,223.5,40.8,161,881,0.93,0.07,0.359880964294342,-5.35300621133211,1.15922662659229,42.03,-0.2,1,-0.82,1,-0.8,0.159450212,0.321938414,0.001032327,0.001445257,0,0.0001475,29.64871632,32,0.27,-0.38,0.09,-0.64,42.0328159010207
"67","Anindilyakwa","Egretta picata","Pied Heron","Ani.34",2,"Egretta picata","Egretta","Ardeidae","Pelecaniformes","Ardea picata","Ardea","Ardeidae","Ciconiiformes","Egretta picata","Ardea picata",67.7,55.2,8.4,11.6,75.9,225.8,85,139.8,37.9,85.6,259,0.83,-0.1,0.217978272140448,-2.83375523072881,1.15922662659229,42.03,-0.2,1,-0.82,1,-0.8,0.478142871,0.217698943,0.005751026,0.000581564,0,0,34.9623897,48,0.3,-0.32,0.95,0.34,42.0328159010207
"68","Anindilyakwa","Aviceda subcristata","Pacific Baza","Ani.35",11,"Aviceda subcristata","Aviceda","Accipitridae","Accipitriformes","Aviceda subcristata","Aviceda","Accipitridae","Falconiformes","Aviceda subcristata","Aviceda subcristata",28.3,19.7,11.6,14.7,36.3,336.6,134.5,200,40.2,202,322.7,0.96,0.13,-0.597161100186076,-3.29251982719879,1.50509595233034,47.19,-0.03,2,0.48,2,0.56,0.107833987,0.192570202,0.028568375,0.000208013,0.002539116,0.0001048,24.65087661,48.16666667,0.29,-0.35,-0.72,0.35,135.716891874062
"69","Anindilyakwa","Circus approximans","Swamp Harrier","Ani.35",11,"Circus approximans","Circus","Accipitridae","Accipitriformes","Circus approximans","Circus","Accipitridae","Falconiformes","Circus approximans","Circus approximans",39.5,21.9,11.9,16.4,89.3,406.9,181.9,225,44.7,233.2,746.2,0.66,-0.39,-0.377154483502659,-4.74756971721883,1.50509595233034,36.22,-0.39,2,0.48,2,0.56,0.096748081,0.2106549005,0.0627651265,5.076e-05,1.602e-05,9.71e-05,23.55752303,58.5,0.17,-0.58,-0.9,0.99,135.716891874062
"70","Anindilyakwa","Elanus axillaris","Black-shouldered Kite","Ani.35",11,"Elanus axillaris","Elanus","Accipitridae","Accipitriformes","Elanus notatus","Elanus","Accipitridae","Falconiformes","Elanus axillaris","Elanus axillaris",25.3,15.5,9,11.4,38.8,288.4,153,135.2,53.1,136.8,270.1,0.66,-0.38,0.135856782622968,-1.73086679066949,1.50509595233034,136.48,2.83,2,0.48,2,0.56,0.203096227,0.388291722,0.003383153,0,0.000192662,0,31.06974031,38,0.34,-0.24,0.32,-0.27,135.716891874062
"71","Anindilyakwa","Falco berigora","Brown Falcon","Ani.35",11,"Falco berigora","Falco","Falconidae","Falconiformes","Falco berigora","Falco","Falconidae","Falconiformes","Falco berigora","Falco berigora",27.2,19.5,12.5,15.7,71.8,340.2,170.8,167,50.7,194,587,0.67,-0.37,-0.421780511585769,-3.96865465523615,1.50509595233034,68.34,0.64,1,-0.82,1,-0.8,0.121276286,0.152321776,0.101441724,2.54e-05,0.001569705,3.846e-05,23.74194829,50,0.21,-0.51,-0.87,0.47,135.716891874062
"72","Anindilyakwa","Falco cenchroides","Nankeen Kestrel","Ani.35",11,"Falco cenchroides","Falco","Falconidae","Falconiformes","Falco cenchroides","Falco","Falconidae","Falconiformes","Falco cenchroides","Falco cenchroides",20,13.4,9.6,11.6,38.3,249.4,136.1,115.2,54.1,161.4,170.5,0.61,-0.48,0.14616285328335,-1.29731149139852,1.50509595233034,86.11,1.21,1,-0.82,1,-0.8,0.034900113,0.498833653,0.104639822,0.000181775,3.08e-05,1.03e-05,30.96581768,48.5,0.52,0.11,0.3,0.38,135.716891874062
"73","Anindilyakwa","Falco longipennis","Australian Hobby","Ani.35",11,"Falco longipennis","Falco","Falconidae","Falconiformes","Falco longipennis","Falco","Falconidae","Falconiformes","Falco longipennis","Falco longipennis",19.7,13.6,10.3,12.2,35.9,255,147.8,103.5,58.8,128,249.8,0.61,-0.48,0.351034206974959,-1.28979235500932,1.50509595233034,29.57,-0.6,1,-0.82,1,-0.8,0.061157115,0.158171462,0.055351308,4.854e-05,0.000947042,0,22.45278424,51,0.16,-0.61,-1.08,0.53,135.716891874062
"74","Anindilyakwa","Aegotheles cristatus","Australian Owlet-nightjar","Ani.35",11,"Aegotheles cristatus","Aegotheles","Aegothelidae","Caprimulgiformes","Aegotheles cristatus","Aegotheles","Aegothelidae","Caprimulgiformes","Aegotheles cristatus","Aegotheles cristatus",14,5,4,3.7,23.7,135.8,47,88.8,34.6,121.2,42.8,1.23,0.59,0.0768042674942272,3.56046568986124,1.50509595233034,123.98,2.43,3,1.77,3,1.92,0.065408155,0.2298113675,0.057412409,3.985e-05,9.95e-06,2.99e-05,23.26421942,48.5,0.12,-0.7,-0.95,0.38,135.716891874062
"75","Anindilyakwa","Haliastur sphenurus","Whistling Kite","Ani.36",4,"Haliastur sphenurus","Haliastur","Accipitridae","Accipitriformes","Haliastur sphenurus","Haliastur","Accipitridae","Falconiformes","Haliastur sphenurus","Haliastur sphenurus",40,23.1,13.1,18.2,58.8,407.4,186.2,221.5,45.6,264,753,0.38,-0.88,-0.442231156378538,-4.75945262907401,0.518363341993546,35,-0.42,1,-0.82,1,-0.8,0.086091157,0.075265535,0.066789503,0,0,0,19.72331819,40,0.24,-0.46,-1.53,-0.15,126.850462382693
"76","Anindilyakwa","Lophoictinia isura","Square-tailed Kite","Ani.36",4,"Lophoictinia isura","Lophoictinia","Accipitridae","Accipitriformes","Lophoictinia isura","Lophoictinia","Accipitridae","Falconiformes","Lophoictinia isura","Lophoictinia isura",45.2,28.2,15.1,18.6,71.6,471.2,227,244.2,48.1,224.2,579.4,0.67,-0.37,-0.280794051194857,-5.07882371099972,0.518363341993546,47.19,-0.03,2,0.48,2,0.56,0.1998546,0.061032697,0.039772324,5.32e-05,0.002482446,7.09e-05,21.59727683,55,0.54,0.15,-1.22,0.77,126.850462382693
"77","Anindilyakwa","Falco subniger","Black Falcon","Ani.36",4,"Falco subniger","Falco","Falconidae","Falconiformes","Falco subniger","Falco","Falconidae","Falconiformes","Falco subniger","Falco subniger",27.7,20.4,12.8,16.9,50.6,374.8,182,192.8,48.6,224.8,776,0.55,-0.58,-0.504596886245991,-4.27381314705621,0.518363341993546,65.41,0.55,1,-0.82,1,-0.8,0.205969424,0.079643867,2.21e-05,6.63e-05,0,0,20.68575228,24,0.09,-0.75,-1.37,-1.13,126.850462382693
"78","Anindilyakwa","Aquila audax","Wedge-tailed Eagle","Ani.37",1,"Aquila audax","Aquila","Accipitridae","Accipitriformes","Aquila audax","Aquila","Accipitridae","Falconiformes","Aquila audax","Aquila audax",60.5,40.9,19.6,31.2,104,617.7,244.5,373.2,39.6,387,3449.9,0.92,0.06,0.00167543280085528,-6.57455082782691,0,72.98,0.79,2,0.48,2,0.56,0.209652717,0.063152714,0.007799221,1.69e-05,0,0,22.77554199,33,0.14,-0.66,-1.03,-0.58,0
"79","Anindilyakwa","Eurostopodus argus","Spotted Nightjar","Ani.40",2,"Eurostopodus argus","Eurostopodus","Caprimulgidae","Caprimulgiformes","Eurostopodus guttatus","Eurostopodus","Caprimulgidae","Caprimulgiformes","Eurostopodus argus","Eurostopodus argus",16.5,7.1,3.9,3.4,19.7,213.4,110.2,104.2,51.4,149.8,93.4,1.03,0.25,0.783172410539152,1.91981075299366,0.554302238639856,86.48,1.23,2,0.48,2,0.56,0.275194938,0.148511957,0.020078632,2.97e-05,0.000643087,0.000161088,26.89879587,48,0.33,-0.26,-0.36,0.34,86.4812804062208
"80","Anindilyakwa","Phaps chalcoptera","Common Bronzewing","Ani.42",3,"Phaps chalcoptera","Phaps","Columbidae","Columbiformes","Phaps chalcoptera","Phaps","Columbidae","Columbiformes","Phaps chalcoptera","Phaps chalcoptera",25.7,12.4,3.8,4.6,29.3,197.8,77.8,121.7,39,126,330.7,1.29,0.7,-0.0658262164098233,0.62746019330125,0.867661739280451,34.02,-0.46,2,0.48,2,0.56,0.118738094,0.050472063,0.03315958,0.000544286,0.000314009,0.013335008,18.91341654,65,0.35,-0.23,-1.66,1.39,40.6055802959289
"81","Anindilyakwa","Geopelia placida","Peaceful Dove","Ani.43",3,"Geopelia placida","Geopelia","Columbidae","Columbiformes","Geopelia placida","Geopelia","Columbidae","Columbiformes","Geopelia placida","Geopelia placida",13.6,7.4,2.4,2.8,15.2,99,32.8,66,33.2,89.7,47.8,0.58,-0.53,-0.250851844969163,4.80974475550557,0.89743015485694,44.86,-0.11,1,-0.82,1,-0.8,0.08394736,0.396634383,0,0,0,0,25.03348606,25,0.13,-0.66,-0.66,-1.07,48.5038437602337
"82","Anindilyakwa","Geopelia humeralis","Bar-shouldered Dove","Ani.43",3,"Geopelia humeralis","Geopelia","Columbidae","Columbiformes","Geopelia humeralis","Geopelia","Columbidae","Columbiformes","Geopelia humeralis","Geopelia humeralis",19.3,10,3.4,3.6,22.6,138.2,41.5,96,30.2,134,128.4,0.9,0.02,-0.153689459159685,2.9081082103371,0.89743015485694,47.87,-0.01,1,-0.82,1,-0.8,0.096476096,0.314531315,0.011995423,0.000189102,0.009968822,9.45e-05,24.67292895,57.5,0.25,-0.43,-0.72,0.93,48.5038437602337
"83","Anindilyakwa","Geopelia cuneata","Diamond Dove","Ani.43",3,"Geopelia cuneata","Geopelia","Columbidae","Columbiformes","Geopelia cuneata","Geopelia","Columbidae","Columbiformes","Geopelia cuneata","Geopelia cuneata",12.8,6.3,2.2,2.4,13.8,89.2,31.8,57.5,35.6,100.4,31.6,0.58,-0.53,-0.504288886578977,5.2937504463622,0.89743015485694,44.86,-0.11,1,-0.82,1,-0.8,0.069906401,0.273357847,0.000292495,4.18e-05,0.00033431,0,25.02408916,34,0.14,-0.65,-0.66,-0.52,48.5038437602337
"84","Anindilyakwa","Turnix maculosus","Red-backed Buttonquail","Ani.44",4,"Turnix maculosus","Turnix","Turnicidae","Charadriiformes","Turnix maculosa","Turnix","Turnicidae","Gruiformes","Turnix maculosus","Turnix maculosus",12,6.7,2.1,3.4,18.3,73.8,19.9,53.4,27.2,26.4,39.1,0.87,-0.02,-0.4761201493578,6.14470076164658,1.06158371632406,41.67,-0.21,1,-0.82,1,-0.8,0.1841770445,0.1140326895,0.141378888,0.0002243465,0.007660911,0.0003514,28.3505235,65.5,0.98,1.05,-0.12,1.42,146.65018701673
"85","Anindilyakwa","Turnix castanotus","Chestnut-backed Buttonquail","Ani.44",4,"Turnix castanotus","Turnix","Turnicidae","Charadriiformes","Turnix castanota","Turnix","Turnicidae","Gruiformes","Turnix castanotus","Turnix castanotus",14.2,8.8,4.5,7.2,21,83.8,31.8,51.9,38,31.8,82.7,0.82,-0.11,0.119807636313974,4.36710136915869,1.06158371632406,41.67,-0.21,1,-0.82,1,-0.8,0.0776757535,0.2390593655,0.062176106,2.385e-05,0.000586172,6.695e-05,25.780023205,55.5,0.13,-0.67,-0.54,0.8,146.65018701673
"86","Anindilyakwa","Philemon argenticeps","Silver-crowned Friarbird","Ani.46",3,"Philemon argenticeps","Philemon","Meliphagidae","Passeriformes","Philemon argenticeps","Philemon","Meliphagidae","Passeriformes","Philemon argenticeps","Philemon argenticeps",35.4,18.3,5.1,7.8,29.5,136.3,30,100.9,22.9,110.3,80.4,0.5,-0.66,-0.979052991531249,1.3539763838609,0.530048343672082,45.86,-0.08,1,-0.82,1,-0.8,0.069268053,0.223479968,0.017577766,0,0,0,18.36528105,30,0.28,-0.37,-1.75,-0.76,67.0960457877914
"87","Anindilyakwa","Oriolus flavocinctus","Green Oriole","Ani.47",7,"Oriolus flavocinctus","Oriolus","Oriolidae","Passeriformes","Oriolus flavocinctus","Oriolus","Oriolidae","Passeriformes","Oriolus flavocinctus","Oriolus flavocinctus",34.4,21.6,8.9,9.7,27.1,143,33,110.5,23,104,109,0.48,-0.71,-1.08334425955813,0.59551985684464,1.18239652338141,28.91,-0.62,1,-0.82,1,-0.8,0.094949125,0.091025607,0.085794251,0.000209297,0.000261597,0.000261554,24.87768233,55,0.24,-0.46,-0.69,0.77,105.684236300099
"88","Anindilyakwa","Oriolus sagittatus","Olive-backed Oriole","Ani.47",7,"Oriolus sagittatus","Oriolus","Oriolidae","Passeriformes","Oriolus sagittatus","Oriolus","Oriolidae","Passeriformes","Oriolus sagittatus","Oriolus sagittatus",33.8,20.3,8.5,9.6,25.7,145.1,41.2,102.8,28.6,100.5,95.2,0.47,-0.72,-0.978734323698516,0.610082368586843,1.18239652338141,33.26,-0.48,1,-0.82,1,-0.8,0.100540653,0.234185901,0.004886671,0.00037431,0,0,24.81359615,42,0.13,-0.68,-0.7,-0.02,105.684236300099
"89","Anindilyakwa","Chlamydera nuchalis","Great Bowerbird","Ani.48",1,"Chlamydera nuchalis","Chlamydera","Ptilonorhynchidae","Passeriformes","Chlamydera nuchalis","Chlamydera","Ptilonorhynchidae","Passeriformes","Chlamydera nuchalis","Chlamydera nuchalis",36.5,19.2,8.8,11.4,47.5,172.8,24.1,146.4,14.1,142.5,200.4,0.98,0.16,-1.23012113854375,-0.725984695125653,0,28.72,-0.63,3,1.77,3,1.92,0.049278748,0.263670808,0.009494374,6.91e-05,0,0,19.43454636,30,0.24,-0.46,-1.57,-0.76,0
"90","Anindilyakwa","Pitta iris","Rainbow Pitta","Ani.49",1,"Pitta iris","Pitta","Pittidae","Passeriformes","Pitta iris","Pitta","Pittidae","Passeriformes","Pitta iris","Pitta iris",26.2,17,6.9,9.1,36.8,105.4,14.8,89,14.2,37.6,62.2,1.61,1.25,-0.729547481165972,3.37784832473497,0,43.11,-0.16,3,1.77,3,1.92,0.478669807,0.038812002,0.016903056,0.012021182,0.006408309,0.255277788,33.86763445,84,2.13,3.41,0.77,2.55,0
"91","Anindilyakwa","Dicrurus bracteatus","Spangled Drongo","Ani.50",1,"Dicrurus bracteatus","Dicrurus","Dicruridae","Passeriformes","Dicrurus bracteatus","Dicrurus","Dicruridae","Passeriformes","Dicrurus bracteatus","Dicrurus bracteatus",34.4,22,10.3,11.7,23.6,150,34.4,113.6,23.2,120.2,85.5,0.5,-0.67,-1.06776559165578,0.29746085460933,0,20.78,-0.88,3,1.77,3,1.92,0.195114573,0.06655184,0,0.397107443,0.000219453,6.97e-06,35.09644265,38.6,1.66,2.44,0.97,-0.23,0
"92","Anindilyakwa","Myiagra alecto","Shining Flycatcher","Ani.52",9,"Myiagra alecto","Myiagra","Monarchidae","Passeriformes","Monarcha alecto","Monarcha","Muscicapidae","Passeriformes","Myiagra alecto","Myiagra alecto",19.8,11.8,5.9,4.7,19.3,86.4,13.2,74.3,15,72.4,23.6,0.61,-0.48,-0.148529304882137,4.64402946207269,1.13278588179069,29.11,-0.61,1,-0.82,2,0.56,0.092443097,0.395498294,0.031385443,0.009905386,0,1.59e-05,33.02658362,46.33333333,0.29,-0.34,0.64,0.24,82.4340117725365
